code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,completion
FFF,2013J,512123,M,East Anglian Region,Lower Than A Level,70-80%,0-35,1,60,N,Fail,-37,500,TRUE
FFF,2013J,512335,M,South West Region,A Level or Equivalent,70-80%,35-55,2,120,N,Withdrawn,-155,109,FALSE
FFF,2013J,512725,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,120,N,Withdrawn,-66,10,FALSE
FFF,2013J,512859,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,90,N,Fail,-178,500,TRUE
FFF,2013J,513228,M,North Western Region,Lower Than A Level,90-100%,0-35,1,90,N,Pass,-135,500,TRUE
FFF,2013J,513796,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-130,0,FALSE
FFF,2013J,514558,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,Y,Fail,-51,500,TRUE
FFF,2013J,514913,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,120,Y,Fail,-25,500,TRUE
FFF,2013J,515285,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-176,500,TRUE
FFF,2013J,515536,M,Scotland,A Level or Equivalent,50-60%,0-35,0,120,Y,Fail,-51,500,TRUE
FFF,2013J,515574,M,South East Region,Lower Than A Level,60-70%,35-55,1,60,N,Fail,-46,500,TRUE
FFF,2013J,515833,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-143,500,TRUE
FFF,2013J,515857,M,East Midlands Region,Lower Than A Level,Oct-20,35-55,0,60,N,Pass,-35,500,TRUE
FFF,2013J,515859,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-85,500,TRUE
FFF,2013J,515888,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass,-120,500,TRUE
FFF,2013J,516095,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-107,500,TRUE
FFF,2013J,516620,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-36,500,TRUE
FFF,2013J,516673,M,South Region,Lower Than A Level,90-100%,0-35,1,120,N,Withdrawn,-67,-1,FALSE
FFF,2013J,516770,M,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,N,Withdrawn,-42,93,FALSE
FFF,2013J,517349,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,1,150,N,Pass,-16,500,TRUE
FFF,2013J,517481,M,Ireland,Post Graduate Qualification,500,35-55,1,60,N,Fail,-3,500,TRUE
FFF,2013J,517571,M,South West Region,A Level or Equivalent,80-90%,35-55,1,60,N,Withdrawn,-145,0,FALSE
FFF,2013J,517731,F,South West Region,A Level or Equivalent,50-60%,0-35,0,150,N,Pass,-130,500,TRUE
FFF,2013J,518364,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-57,500,TRUE
FFF,2013J,518544,M,South Region,Lower Than A Level,80-90%,0-35,1,120,N,Pass,-114,500,TRUE
FFF,2013J,518930,M,North Western Region,Lower Than A Level,Oct-20,0-35,1,60,N,Fail,-53,500,TRUE
FFF,2013J,518937,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-66,500,TRUE
FFF,2013J,520061,M,North Region,Lower Than A Level,500,35-55,1,90,N,Fail,-57,500,TRUE
FFF,2013J,520249,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-28,101,FALSE
FFF,2013J,521109,M,South Region,Lower Than A Level,20-30%,0-35,2,60,N,Withdrawn,-162,129,FALSE
FFF,2013J,521255,M,London Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,-46,90,FALSE
FFF,2013J,521329,M,West Midlands Region,Lower Than A Level,20-30%,0-35,1,60,N,Pass,-185,500,TRUE
FFF,2013J,521788,M,North Region,A Level or Equivalent,500,0-35,1,90,N,Fail,-46,500,TRUE
FFF,2013J,522007,M,East Anglian Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,-81,500,TRUE
FFF,2013J,522082,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn,-35,235,FALSE
FFF,2013J,522257,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,60,N,Pass,-145,500,TRUE
FFF,2013J,522428,M,South West Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,-52,500,TRUE
FFF,2013J,522740,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-32,500,TRUE
FFF,2013J,522862,M,Wales,A Level or Equivalent,90-100%,0-35,2,60,N,Fail,-28,500,TRUE
FFF,2013J,522881,M,South East Region,A Level or Equivalent,30-40%,0-35,1,60,N,Fail,-94,500,TRUE
FFF,2013J,523599,M,Wales,A Level or Equivalent,Oct-20,35-55,1,120,N,Pass,-42,500,TRUE
FFF,2013J,523680,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-75,500,TRUE
FFF,2013J,523777,M,North Region,A Level or Equivalent,0-10%,35-55,1,60,N,Fail,-60,0,FALSE
FFF,2013J,523971,M,London Region,A Level or Equivalent,Oct-20,0-35,1,60,N,Fail,-22,500,TRUE
FFF,2013J,524232,M,London Region,Lower Than A Level,0-10%,35-55,1,60,N,Withdrawn,-36,-4,FALSE
FFF,2013J,524379,F,London Region,Lower Than A Level,80-90%,0-35,0,210,N,Withdrawn,-29,12,FALSE
FFF,2013J,524384,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-27,500,TRUE
FFF,2013J,524407,M,London Region,HE Qualification,50-60%,35-55,0,60,N,Pass,-38,500,TRUE
FFF,2013J,524845,F,Scotland,A Level or Equivalent,80-90%,0-35,0,150,Y,Pass,-29,500,TRUE
FFF,2013J,524938,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,60,N,Fail,-36,500,TRUE
FFF,2013J,524974,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-22,500,TRUE
FFF,2013J,524996,F,North Western Region,Lower Than A Level,20-30%,35-55,0,240,N,Withdrawn,-150,53,FALSE
FFF,2013J,525596,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-38,-10,FALSE
FFF,2013J,525694,M,South Region,A Level or Equivalent,70-80%,0-35,1,60,N,Withdrawn,-121,-67,FALSE
FFF,2013J,525781,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-29,0,FALSE
FFF,2013J,526601,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-102,500,TRUE
FFF,2013J,526948,F,London Region,Lower Than A Level,20-30%,35-55,0,240,N,Withdrawn,-122,-86,FALSE
FFF,2013J,527148,M,North Western Region,HE Qualification,70-80%,0-35,0,150,N,Pass,-171,500,TRUE
FFF,2013J,527494,M,South Region,Lower Than A Level,500,0-35,0,60,N,Pass,-155,500,TRUE
FFF,2013J,527565,M,Wales,Lower Than A Level,20-30%,0-35,0,120,Y,Withdrawn,-17,177,FALSE
FFF,2013J,527619,M,Ireland,A Level or Equivalent,80-90%,0-35,0,120,Y,Withdrawn,-92,103,FALSE
FFF,2013J,527713,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction,-145,500,TRUE
FFF,2013J,527775,F,Scotland,HE Qualification,Oct-20,0-35,1,60,N,Fail,-30,500,TRUE
FFF,2013J,528506,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,-60,500,TRUE
FFF,2013J,528559,M,North Region,No Formal quals,500,0-35,1,90,N,Pass,-46,500,TRUE
FFF,2013J,529197,M,North Region,A Level or Equivalent,500,35-55,1,120,N,Pass,-198,500,TRUE
FFF,2013J,529201,M,Scotland,HE Qualification,Oct-20,0-35,0,90,N,Pass,-53,500,TRUE
FFF,2013J,529211,M,Scotland,A Level or Equivalent,70-80%,0-35,1,60,N,Fail,-124,500,TRUE
FFF,2013J,529309,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,60,N,Pass,-29,500,TRUE
FFF,2013J,529490,M,Scotland,HE Qualification,90-100%,0-35,0,60,N,Withdrawn,-22,125,FALSE
FFF,2013J,529684,F,North Western Region,Lower Than A Level,Oct-20,35-55,0,90,Y,Fail,-132,500,TRUE
FFF,2013J,529723,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-65,500,TRUE
FFF,2013J,529862,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,1,60,N,Distinction,-80,500,TRUE
FFF,2013J,530043,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-75,500,TRUE
FFF,2013J,530159,M,East Anglian Region,A Level or Equivalent,Oct-20,0-35,1,60,N,Pass,-130,500,TRUE
FFF,2013J,530852,M,Wales,Lower Than A Level,Oct-20,0-35,1,60,N,Withdrawn,-29,94,FALSE
FFF,2013J,530940,F,London Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass,-134,500,TRUE
FFF,2013J,531344,M,South Region,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn,-120,0,FALSE
FFF,2013J,531953,M,London Region,A Level or Equivalent,80-90%,0-35,0,90,N,Fail,-8,500,TRUE
FFF,2013J,532121,F,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Pass,-46,500,TRUE
FFF,2013J,532741,M,London Region,A Level or Equivalent,40-50%,0-35,1,90,N,Fail,-49,500,TRUE
FFF,2013J,532895,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-129,96,FALSE
FFF,2013J,533523,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-150,500,TRUE
FFF,2013J,533975,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-80,500,TRUE
FFF,2013J,535131,M,London Region,A Level or Equivalent,Oct-20,0-35,1,60,N,Pass,-31,500,TRUE
FFF,2013J,535529,M,Wales,Lower Than A Level,0-10%,0-35,1,60,N,Fail,-52,500,TRUE
FFF,2013J,535671,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,-71,95,FALSE
FFF,2013J,536103,M,Scotland,HE Qualification,60-70%,0-35,1,90,N,Fail,-72,500,TRUE
FFF,2013J,536331,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-141,500,TRUE
FFF,2013J,536711,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,Y,Withdrawn,-31,52,FALSE
FFF,2013J,537028,M,Scotland,Lower Than A Level,Oct-20,0-35,1,75,N,Fail,-29,500,TRUE
FFF,2013J,537133,F,South East Region,Lower Than A Level,20-30%,0-35,1,60,Y,Fail,-89,500,TRUE
FFF,2013J,537328,M,Wales,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-45,500,TRUE
FFF,2013J,537942,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,180,N,Pass,-145,500,TRUE
FFF,2013J,539945,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-115,100,FALSE
FFF,2013J,540503,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-88,500,TRUE
FFF,2013J,540637,M,East Anglian Region,Lower Than A Level,50-60%,0-35,1,120,N,Pass,-195,500,TRUE
FFF,2013J,540909,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-178,-122,FALSE
FFF,2013J,541768,M,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,90,N,Pass,-53,500,TRUE
FFF,2013J,541783,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-194,500,TRUE
FFF,2013J,542423,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-58,88,FALSE
FFF,2013J,542550,M,North Region,A Level or Equivalent,0-10%,35-55,1,120,N,Withdrawn,-45,138,FALSE
FFF,2013J,543607,M,East Midlands Region,HE Qualification,90-100%,0-35,0,60,N,Pass,-80,500,TRUE
FFF,2013J,543763,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-66,500,TRUE
FFF,2013J,543953,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-149,500,TRUE
FFF,2013J,544021,M,South Region,Lower Than A Level,40-50%,0-35,1,60,N,Withdrawn,-149,112,FALSE
FFF,2013J,544090,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,-19,500,TRUE
FFF,2013J,544092,M,North Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-130,500,TRUE
FFF,2013J,544155,M,North Western Region,Lower Than A Level,Oct-20,0-35,0,120,N,Fail,-60,500,TRUE
FFF,2013J,544207,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,-149,500,TRUE
FFF,2013J,544289,M,North Region,HE Qualification,500,0-35,1,90,N,Pass,-198,500,TRUE
FFF,2013J,544745,M,South Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,-58,111,FALSE
FFF,2013J,545119,M,South Region,Lower Than A Level,90-100%,35-55,1,150,Y,Withdrawn,-148,38,FALSE
FFF,2013J,545916,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,Fail,-43,500,TRUE
FFF,2013J,545944,M,Wales,A Level or Equivalent,20-30%,0-35,1,180,N,Withdrawn,-65,129,FALSE
FFF,2013J,546065,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-31,500,TRUE
FFF,2013J,546480,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-96,500,TRUE
FFF,2013J,546547,F,Scotland,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,-25,230,FALSE
FFF,2013J,546643,M,London Region,HE Qualification,Oct-20,0-35,0,90,N,Fail,-45,500,TRUE
FFF,2013J,546934,M,London Region,Lower Than A Level,Oct-20,0-35,0,60,N,Pass,-67,500,TRUE
FFF,2013J,547154,M,London Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-196,500,TRUE
FFF,2013J,547393,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-32,500,TRUE
FFF,2013J,547442,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-80,-12,FALSE
FFF,2013J,547593,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-37,-2,FALSE
FFF,2013J,547773,M,East Anglian Region,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass,-44,500,TRUE
FFF,2013J,548080,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-110,-39,FALSE
FFF,2013J,548508,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-71,500,TRUE
FFF,2013J,548547,F,Scotland,A Level or Equivalent,20-30%,0-35,1,60,N,Fail,-25,500,TRUE
FFF,2013J,548666,M,South Region,Lower Than A Level,60-70%,0-35,0,90,N,Pass,-183,500,TRUE
FFF,2013J,548693,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-28,100,FALSE
FFF,2013J,548722,F,Scotland,A Level or Equivalent,Oct-20,0-35,1,90,N,Pass,-46,500,TRUE
FFF,2013J,549300,F,South West Region,Lower Than A Level,Oct-20,0-35,0,60,Y,Distinction,-132,500,TRUE
FFF,2013J,549397,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-194,500,TRUE
FFF,2013J,549523,F,Ireland,A Level or Equivalent,0-10%,0-35,1,150,Y,Withdrawn,-31,118,FALSE
FFF,2013J,549648,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-42,500,TRUE
FFF,2013J,550359,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,-95,44,FALSE
FFF,2013J,550477,M,North Region,Lower Than A Level,500,0-35,0,120,N,Fail,-11,500,TRUE
FFF,2013J,550556,F,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail,-60,500,TRUE
FFF,2013J,551245,F,North Region,HE Qualification,500,0-35,0,60,N,Pass,-107,500,TRUE
FFF,2013J,551277,M,Ireland,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,-144,500,TRUE
FFF,2013J,551299,M,West Midlands Region,HE Qualification,0-10%,0-35,0,60,N,Fail,-57,500,TRUE
FFF,2013J,551354,F,North Region,A Level or Equivalent,500,0-35,0,120,N,Fail,-67,500,TRUE
FFF,2013J,551373,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-115,-8,FALSE
FFF,2013J,551399,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-92,500,TRUE
FFF,2013J,551500,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-49,0,FALSE
FFF,2013J,551557,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-156,500,TRUE
FFF,2013J,551745,M,South East Region,Lower Than A Level,60-70%,35-55,0,120,N,Fail,-51,500,TRUE
FFF,2013J,551812,M,South Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-142,500,TRUE
FFF,2013J,551823,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,120,Y,Withdrawn,-51,-12,FALSE
FFF,2013J,552104,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Distinction,-144,500,TRUE
FFF,2013J,553187,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,-57,500,TRUE
FFF,2013J,553283,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,-32,500,TRUE
FFF,2013J,553364,M,Scotland,A Level or Equivalent,20-30%,0-35,1,120,N,Pass,-29,500,TRUE
FFF,2013J,553427,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-88,500,TRUE
FFF,2013J,554257,F,Scotland,HE Qualification,90-100%,0-35,0,150,N,Pass,-95,500,TRUE
FFF,2013J,554276,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,-43,500,TRUE
FFF,2013J,554470,M,South Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass,-67,500,TRUE
FFF,2013J,554586,M,London Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-74,500,TRUE
FFF,2013J,554846,M,Ireland,A Level or Equivalent,80-90%,35-55,0,120,N,Distinction,-36,500,TRUE
FFF,2013J,555440,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-154,116,FALSE
FFF,2013J,555498,M,East Anglian Region,HE Qualification,50-60%,35-55,0,60,N,Pass,-144,500,TRUE
FFF,2013J,555691,M,Scotland,Lower Than A Level,30-40%,0-35,0,210,N,Withdrawn,-63,-8,FALSE
FFF,2013J,555786,M,Wales,A Level or Equivalent,90-100%,0-35,1,90,N,Fail,-35,500,TRUE
FFF,2013J,555855,F,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-46,500,TRUE
FFF,2013J,555895,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn,-95,69,FALSE
FFF,2013J,556275,M,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-74,-66,FALSE
FFF,2013J,556492,M,South Region,A Level or Equivalent,90-100%,0-35,1,180,N,Withdrawn,-37,-1,FALSE
FFF,2013J,556639,M,South West Region,A Level or Equivalent,Oct-20,0-35,0,120,N,Pass,-141,500,TRUE
FFF,2013J,556646,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-31,500,TRUE
FFF,2013J,557012,M,West Midlands Region,A Level or Equivalent,500,0-35,0,60,N,Distinction,-31,500,TRUE
FFF,2013J,557020,M,South Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,-24,500,TRUE
FFF,2013J,557040,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,-35,111,FALSE
FFF,2013J,557044,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,-32,500,TRUE
FFF,2013J,557054,M,North Western Region,HE Qualification,Oct-20,35-55,0,90,N,Distinction,-25,500,TRUE
FFF,2013J,557232,M,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,-74,149,FALSE
FFF,2013J,557385,M,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-149,500,TRUE
FFF,2013J,557395,M,Ireland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-30,500,TRUE
FFF,2013J,557481,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-144,70,FALSE
FFF,2013J,557545,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-53,500,TRUE
FFF,2013J,557655,M,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,-60,500,TRUE
FFF,2013J,557661,M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-73,500,TRUE
FFF,2013J,557735,M,South West Region,Lower Than A Level,70-80%,0-35,1,120,N,Pass,-83,500,TRUE
FFF,2013J,557766,M,Ireland,Lower Than A Level,30-40%,0-35,0,120,N,Fail,-87,500,TRUE
FFF,2013J,558090,M,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-38,500,TRUE
FFF,2013J,558205,M,Scotland,A Level or Equivalent,Oct-20,0-35,0,60,N,Withdrawn,-25,101,FALSE
FFF,2013J,558284,M,Ireland,Lower Than A Level,60-70%,0-35,0,150,Y,Withdrawn,-129,37,FALSE
FFF,2013J,558301,M,North Region,Lower Than A Level,70-80%,0-35,0,150,N,Fail,-92,500,TRUE
FFF,2013J,558309,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,-96,0,FALSE
FFF,2013J,558345,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-44,500,TRUE
FFF,2013J,558484,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-102,500,TRUE
FFF,2013J,558635,F,North Region,A Level or Equivalent,500,0-35,1,60,N,Pass,-166,500,TRUE
FFF,2013J,558893,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-32,500,TRUE
FFF,2013J,558909,F,South Region,Lower Than A Level,30-40%,0-35,1,90,N,Withdrawn,-196,0,FALSE
FFF,2013J,558970,M,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-22,500,TRUE
FFF,2013J,559067,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,-52,182,FALSE
FFF,2013J,559428,F,Wales,A Level or Equivalent,50-60%,0-35,0,90,N,Distinction,-38,500,TRUE
FFF,2013J,559599,F,London Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,-124,-16,FALSE
FFF,2013J,559754,M,London Region,Lower Than A Level,30-40%,0-35,1,90,N,Pass,-166,500,TRUE
FFF,2013J,559813,M,Wales,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-60,500,TRUE
FFF,2013J,559863,M,Ireland,Lower Than A Level,500,35-55,0,60,N,Pass,-35,500,TRUE
FFF,2013J,559902,M,Wales,Lower Than A Level,0-10%,0-35,1,60,N,Fail,-49,500,TRUE
FFF,2013J,559979,F,East Anglian Region,HE Qualification,20-30%,0-35,0,90,N,Pass,-149,500,TRUE
FFF,2013J,559999,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn,-85,40,FALSE
FFF,2013J,560329,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-122,500,TRUE
FFF,2013J,560401,M,West Midlands Region,A Level or Equivalent,500,0-35,0,60,N,Pass,-25,500,TRUE
FFF,2013J,560410,M,Scotland,Lower Than A Level,30-40%,0-35,1,60,N,Pass,-18,500,TRUE
FFF,2013J,560496,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn,-129,-122,FALSE
FFF,2013J,560592,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-30,500,TRUE
FFF,2013J,560659,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,150,N,Withdrawn,-16,171,FALSE
FFF,2013J,560670,F,South East Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,-29,21,FALSE
FFF,2013J,560703,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-107,500,TRUE
FFF,2013J,560727,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,-178,500,TRUE
FFF,2013J,560772,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-191,-4,FALSE
FFF,2013J,560934,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-30,500,TRUE
FFF,2013J,560946,M,Scotland,A Level or Equivalent,40-50%,0-35,0,90,N,Fail,-8,500,TRUE
FFF,2013J,560949,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-45,500,TRUE
FFF,2013J,561031,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass,-45,500,TRUE
FFF,2013J,561068,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-195,500,TRUE
FFF,2013J,561268,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-127,500,TRUE
FFF,2013J,561386,M,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction,-29,500,TRUE
FFF,2013J,561542,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-67,500,TRUE
FFF,2013J,561714,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,120,Y,Distinction,-144,500,TRUE
FFF,2013J,561865,M,Wales,HE Qualification,20-30%,35-55,0,60,N,Pass,6,500,TRUE
FFF,2013J,561867,F,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-8,500,TRUE
FFF,2013J,561868,F,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-8,500,TRUE
FFF,2013J,561873,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-11,500,TRUE
FFF,2013J,561874,F,Wales,HE Qualification,20-30%,35-55,0,60,N,Pass,-8,500,TRUE
FFF,2013J,561878,M,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-11,500,TRUE
FFF,2013J,561879,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-8,500,TRUE
FFF,2013J,561880,M,Wales,Lower Than A Level,Oct-20,0-35,0,60,N,Withdrawn,-8,144,FALSE
FFF,2013J,561889,M,Wales,A Level or Equivalent,Oct-20,0-35,0,60,N,Pass,-11,500,TRUE
FFF,2013J,561929,F,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-11,500,TRUE
FFF,2013J,561930,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-196,500,TRUE
FFF,2013J,561976,M,Wales,HE Qualification,70-80%,0-35,0,60,N,Pass,-8,500,TRUE
FFF,2013J,562377,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,-115,500,TRUE
FFF,2013J,562428,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn,-28,-9,FALSE
FFF,2013J,562448,F,East Midlands Region,Lower Than A Level,0-10%,35-55,0,90,N,Fail,-18,500,TRUE
FFF,2013J,562460,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-72,156,FALSE
FFF,2013J,562763,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,300,N,Fail,-89,500,TRUE
FFF,2013J,562920,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Fail,-59,500,TRUE
