,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,completion
24429,FFF,2013J,496981,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,120,N,Withdrawn,-42.0,0.0,False
24430,FFF,2013J,497349,M,Scotland,A Level or Equivalent,70-80%,0-35,1,60,Y,Fail,-178.0,,True
24431,FFF,2013J,498031,F,South Region,A Level or Equivalent,80-90%,35-55,0,90,N,Pass,-36.0,,True
24432,FFF,2013J,498898,F,South Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-30.0,157.0,False
24433,FFF,2013J,498972,M,South Region,A Level or Equivalent,70-80%,0-35,1,120,N,Fail,-51.0,,True
24434,FFF,2013J,499386,M,South Region,No Formal quals,50-60%,0-35,1,60,N,Pass,-158.0,,True
24435,FFF,2013J,499564,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-36.0,,True
24436,FFF,2013J,499768,F,Yorkshire Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,-16.0,-5.0,False
24437,FFF,2013J,500067,M,Scotland,HE Qualification,0-10%,35-55,1,60,N,Fail,-170.0,,True
24438,FFF,2013J,500099,M,North Region,A Level or Equivalent,0-10%,0-35,1,120,N,Withdrawn,-58.0,106.0,False
24439,FFF,2013J,500137,F,South Region,Lower Than A Level,50-60%,0-35,1,150,Y,Withdrawn,-183.0,58.0,False
24440,FFF,2013J,500772,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-79.0,,True
24441,FFF,2013J,501336,M,Wales,A Level or Equivalent,80-90%,0-35,1,120,N,Pass,-53.0,,True
24442,FFF,2013J,501425,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-66.0,,True
24443,FFF,2013J,501871,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-100.0,,True
24444,FFF,2013J,501922,M,London Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,-37.0,,True
24445,FFF,2013J,502249,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,60,Y,Pass,-172.0,,True
24446,FFF,2013J,502361,M,West Midlands Region,Lower Than A Level,60-70%,0-35,1,90,N,Pass,-144.0,,True
24447,FFF,2013J,502517,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,2,60,N,Pass,-150.0,,True
24448,FFF,2013J,502531,M,South Region,Lower Than A Level,50-60%,0-35,2,150,N,Fail,-43.0,,True
24449,FFF,2013J,502696,M,South Region,A Level or Equivalent,80-90%,0-35,1,90,N,Withdrawn,-113.0,173.0,False
24450,FFF,2013J,502779,M,Ireland,A Level or Equivalent,80-90%,0-35,0,90,Y,Withdrawn,-31.0,62.0,False
24451,FFF,2013J,503352,M,London Region,A Level or Equivalent,70-80%,35-55,0,120,N,Distinction,-38.0,,True
24452,FFF,2013J,503401,M,South Region,Lower Than A Level,90-100%,0-35,0,130,N,Withdrawn,-100.0,-10.0,False
24453,FFF,2013J,503477,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-18.0,,True
24454,FFF,2013J,503684,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-18.0,,True
24455,FFF,2013J,503764,M,South East Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-22.0,,True
24456,FFF,2013J,504076,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-150.0,,True
24457,FFF,2013J,504105,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-75.0,,True
24458,FFF,2013J,504300,M,North Region,Lower Than A Level,,0-35,0,60,N,Withdrawn,-124.0,33.0,False
24459,FFF,2013J,504321,F,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-179.0,,True
24460,FFF,2013J,504700,M,South West Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-36.0,-1.0,False
24461,FFF,2013J,504834,F,Wales,HE Qualification,30-40%,35-55,0,120,N,Withdrawn,-100.0,97.0,False
24462,FFF,2013J,504899,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,180,N,Withdrawn,-196.0,-121.0,False
24463,FFF,2013J,504956,M,Scotland,HE Qualification,30-40%,35-55,1,90,Y,Fail,-30.0,,True
24464,FFF,2013J,505047,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,Fail,-66.0,,True
24465,FFF,2013J,505153,M,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-117.0,100.0,False
24466,FFF,2013J,505410,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-86.0,,True
24467,FFF,2013J,505501,F,London Region,Lower Than A Level,10-20,0-35,1,120,N,Withdrawn,-191.0,90.0,False
24468,FFF,2013J,506288,M,North Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-57.0,12.0,False
24469,FFF,2013J,506289,M,South Region,Lower Than A Level,40-50%,0-35,1,60,N,Fail,-80.0,,True
24470,FFF,2013J,506309,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-195.0,,True
24471,FFF,2013J,506498,M,Scotland,A Level or Equivalent,0-10%,0-35,1,60,N,Withdrawn,-155.0,132.0,False
24472,FFF,2013J,506550,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-80.0,,True
24473,FFF,2013J,506783,M,East Anglian Region,Lower Than A Level,60-70%,0-35,1,90,N,Fail,-99.0,,True
24474,FFF,2013J,507010,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-75.0,,True
24475,FFF,2013J,507084,F,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail,-142.0,,True
24476,FFF,2013J,507941,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-31.0,,True
24477,FFF,2013J,508059,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,1,90,N,Fail,-120.0,,True
24478,FFF,2013J,508210,M,Wales,HE Qualification,80-90%,0-35,0,90,N,Pass,-32.0,,True
24479,FFF,2013J,508232,M,South West Region,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn,-150.0,0.0,False
24480,FFF,2013J,508274,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,1,120,N,Distinction,-58.0,,True
24481,FFF,2013J,508295,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Fail,-58.0,,True
24482,FFF,2013J,508326,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-43.0,,True
24483,FFF,2013J,508388,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-136.0,,True
24484,FFF,2013J,508469,M,Scotland,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn,-73.0,30.0,False
24485,FFF,2013J,508627,M,North Western Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,-59.0,,True
24486,FFF,2013J,508630,F,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,-107.0,,True
24487,FFF,2013J,508713,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-129.0,,True
24488,FFF,2013J,508804,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-60.0,,True
24489,FFF,2013J,508942,M,South Region,Lower Than A Level,10-20,0-35,0,180,Y,Fail,-38.0,,True
24490,FFF,2013J,509407,M,Ireland,Lower Than A Level,60-70%,0-35,1,180,N,Withdrawn,-172.0,75.0,False
24491,FFF,2013J,509940,F,North Western Region,HE Qualification,0-10%,0-35,1,60,N,Withdrawn,-22.0,98.0,False
24492,FFF,2013J,510112,M,East Anglian Region,HE Qualification,70-80%,35-55,0,120,N,Withdrawn,-22.0,28.0,False
24493,FFF,2013J,510534,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-128.0,,True
24494,FFF,2013J,511432,M,Scotland,A Level or Equivalent,40-50%,0-35,1,270,N,Withdrawn,-75.0,-5.0,False
24495,FFF,2013J,512123,M,East Anglian Region,Lower Than A Level,70-80%,0-35,1,60,N,Fail,-37.0,,True
24496,FFF,2013J,512335,M,South West Region,A Level or Equivalent,70-80%,35-55,2,120,N,Withdrawn,-155.0,109.0,False
24497,FFF,2013J,512725,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,120,N,Withdrawn,-66.0,10.0,False
24498,FFF,2013J,512859,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,90,N,Fail,-178.0,,True
24499,FFF,2013J,513228,M,North Western Region,Lower Than A Level,90-100%,0-35,1,90,N,Pass,-135.0,,True
24500,FFF,2013J,513796,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-130.0,0.0,False
24501,FFF,2013J,514558,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,Y,Fail,-51.0,,True
24502,FFF,2013J,514913,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,120,Y,Fail,-25.0,,True
24503,FFF,2013J,515285,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-176.0,,True
24504,FFF,2013J,515536,M,Scotland,A Level or Equivalent,50-60%,0-35,0,120,Y,Fail,-51.0,,True
24505,FFF,2013J,515574,M,South East Region,Lower Than A Level,60-70%,35-55,1,60,N,Fail,-46.0,,True
24506,FFF,2013J,515833,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-143.0,,True
24507,FFF,2013J,515857,M,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-35.0,,True
24508,FFF,2013J,515859,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-85.0,,True
24509,FFF,2013J,515888,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass,-120.0,,True
24510,FFF,2013J,516095,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-107.0,,True
24511,FFF,2013J,516620,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-36.0,,True
24512,FFF,2013J,516673,M,South Region,Lower Than A Level,90-100%,0-35,1,120,N,Withdrawn,-67.0,-1.0,False
24513,FFF,2013J,516770,M,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,N,Withdrawn,-42.0,93.0,False
24514,FFF,2013J,517349,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,1,150,N,Pass,-16.0,,True
24515,FFF,2013J,517481,M,Ireland,Post Graduate Qualification,,35-55,1,60,N,Fail,-3.0,,True
24516,FFF,2013J,517571,M,South West Region,A Level or Equivalent,80-90%,35-55,1,60,N,Withdrawn,-145.0,0.0,False
24517,FFF,2013J,517731,F,South West Region,A Level or Equivalent,50-60%,0-35,0,150,N,Pass,-130.0,,True
24518,FFF,2013J,518364,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-57.0,,True
24519,FFF,2013J,518544,M,South Region,Lower Than A Level,80-90%,0-35,1,120,N,Pass,-114.0,,True
24520,FFF,2013J,518930,M,North Western Region,Lower Than A Level,10-20,0-35,1,60,N,Fail,-53.0,,True
24521,FFF,2013J,518937,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-66.0,,True
24522,FFF,2013J,520061,M,North Region,Lower Than A Level,,35-55,1,90,N,Fail,-57.0,,True
24523,FFF,2013J,520249,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-28.0,101.0,False
24524,FFF,2013J,521109,M,South Region,Lower Than A Level,20-30%,0-35,2,60,N,Withdrawn,-162.0,129.0,False
24525,FFF,2013J,521255,M,London Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,-46.0,90.0,False
24526,FFF,2013J,521329,M,West Midlands Region,Lower Than A Level,20-30%,0-35,1,60,N,Pass,-185.0,,True
24527,FFF,2013J,521788,M,North Region,A Level or Equivalent,,0-35,1,90,N,Fail,-46.0,,True
24528,FFF,2013J,522007,M,East Anglian Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,-81.0,,True
24529,FFF,2013J,522082,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn,-35.0,235.0,False
24530,FFF,2013J,522257,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,60,N,Pass,-145.0,,True
24531,FFF,2013J,522428,M,South West Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,-52.0,,True
24532,FFF,2013J,522740,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-32.0,,True
24533,FFF,2013J,522862,M,Wales,A Level or Equivalent,90-100%,0-35,2,60,N,Fail,-28.0,,True
24534,FFF,2013J,522881,M,South East Region,A Level or Equivalent,30-40%,0-35,1,60,N,Fail,-94.0,,True
24535,FFF,2013J,523599,M,Wales,A Level or Equivalent,10-20,35-55,1,120,N,Pass,-42.0,,True
24536,FFF,2013J,523680,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-75.0,,True
24537,FFF,2013J,523777,M,North Region,A Level or Equivalent,0-10%,35-55,1,60,N,Fail,-60.0,0.0,False
24538,FFF,2013J,523971,M,London Region,A Level or Equivalent,10-20,0-35,1,60,N,Fail,-22.0,,True
24539,FFF,2013J,524232,M,London Region,Lower Than A Level,0-10%,35-55,1,60,N,Withdrawn,-36.0,-4.0,False
24540,FFF,2013J,524379,F,London Region,Lower Than A Level,80-90%,0-35,0,210,N,Withdrawn,-29.0,12.0,False
24541,FFF,2013J,524384,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-27.0,,True
24542,FFF,2013J,524407,M,London Region,HE Qualification,50-60%,35-55,0,60,N,Pass,-38.0,,True
24543,FFF,2013J,524845,F,Scotland,A Level or Equivalent,80-90%,0-35,0,150,Y,Pass,-29.0,,True
24544,FFF,2013J,524938,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,60,N,Fail,-36.0,,True
24545,FFF,2013J,524974,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-22.0,,True
24546,FFF,2013J,524996,F,North Western Region,Lower Than A Level,20-30%,35-55,0,240,N,Withdrawn,-150.0,53.0,False
24547,FFF,2013J,525596,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-38.0,-10.0,False
24548,FFF,2013J,525694,M,South Region,A Level or Equivalent,70-80%,0-35,1,60,N,Withdrawn,-121.0,-67.0,False
24549,FFF,2013J,525781,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-29.0,0.0,False
24550,FFF,2013J,526601,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-102.0,,True
24551,FFF,2013J,526948,F,London Region,Lower Than A Level,20-30%,35-55,0,240,N,Withdrawn,-122.0,-86.0,False
24552,FFF,2013J,527148,M,North Western Region,HE Qualification,70-80%,0-35,0,150,N,Pass,-171.0,,True
24553,FFF,2013J,527494,M,South Region,Lower Than A Level,,0-35,0,60,N,Pass,-155.0,,True
24554,FFF,2013J,527565,M,Wales,Lower Than A Level,20-30%,0-35,0,120,Y,Withdrawn,-17.0,177.0,False
24555,FFF,2013J,527619,M,Ireland,A Level or Equivalent,80-90%,0-35,0,120,Y,Withdrawn,-92.0,103.0,False
24556,FFF,2013J,527713,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction,-145.0,,True
24557,FFF,2013J,527775,F,Scotland,HE Qualification,10-20,0-35,1,60,N,Fail,-30.0,,True
24558,FFF,2013J,528506,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,-60.0,,True
24559,FFF,2013J,528559,M,North Region,No Formal quals,,0-35,1,90,N,Pass,-46.0,,True
24560,FFF,2013J,529197,M,North Region,A Level or Equivalent,,35-55,1,120,N,Pass,-198.0,,True
24561,FFF,2013J,529201,M,Scotland,HE Qualification,10-20,0-35,0,90,N,Pass,-53.0,,True
24562,FFF,2013J,529211,M,Scotland,A Level or Equivalent,70-80%,0-35,1,60,N,Fail,-124.0,,True
24563,FFF,2013J,529309,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,60,N,Pass,-29.0,,True
24564,FFF,2013J,529490,M,Scotland,HE Qualification,90-100%,0-35,0,60,N,Withdrawn,-22.0,125.0,False
24565,FFF,2013J,529684,F,North Western Region,Lower Than A Level,10-20,35-55,0,90,Y,Fail,-132.0,,True
24566,FFF,2013J,529723,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-65.0,,True
24567,FFF,2013J,529862,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,1,60,N,Distinction,-80.0,,True
24568,FFF,2013J,530043,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-75.0,,True
24569,FFF,2013J,530159,M,East Anglian Region,A Level or Equivalent,10-20,0-35,1,60,N,Pass,-130.0,,True
24570,FFF,2013J,530852,M,Wales,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn,-29.0,94.0,False
24571,FFF,2013J,530940,F,London Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass,-134.0,,True
24572,FFF,2013J,531344,M,South Region,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn,-120.0,0.0,False
24573,FFF,2013J,531953,M,London Region,A Level or Equivalent,80-90%,0-35,0,90,N,Fail,-8.0,,True
24574,FFF,2013J,532121,F,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Pass,-46.0,,True
24575,FFF,2013J,532741,M,London Region,A Level or Equivalent,40-50%,0-35,1,90,N,Fail,-49.0,,True
24576,FFF,2013J,532895,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-129.0,96.0,False
24577,FFF,2013J,533523,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-150.0,,True
24578,FFF,2013J,533975,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-80.0,,True
24579,FFF,2013J,535131,M,London Region,A Level or Equivalent,10-20,0-35,1,60,N,Pass,-31.0,,True
24580,FFF,2013J,535529,M,Wales,Lower Than A Level,0-10%,0-35,1,60,N,Fail,-52.0,,True
24581,FFF,2013J,535671,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,-71.0,95.0,False
24582,FFF,2013J,536103,M,Scotland,HE Qualification,60-70%,0-35,1,90,N,Fail,-72.0,,True
24583,FFF,2013J,536331,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-141.0,,True
24584,FFF,2013J,536711,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,Y,Withdrawn,-31.0,52.0,False
24585,FFF,2013J,537028,M,Scotland,Lower Than A Level,10-20,0-35,1,75,N,Fail,-29.0,,True
24586,FFF,2013J,537133,F,South East Region,Lower Than A Level,20-30%,0-35,1,60,Y,Fail,-89.0,,True
24587,FFF,2013J,537328,M,Wales,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-45.0,,True
24588,FFF,2013J,537942,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,180,N,Pass,-145.0,,True
24589,FFF,2013J,539945,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-115.0,100.0,False
24590,FFF,2013J,540503,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-88.0,,True
24591,FFF,2013J,540637,M,East Anglian Region,Lower Than A Level,50-60%,0-35,1,120,N,Pass,-195.0,,True
24592,FFF,2013J,540909,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-178.0,-122.0,False
24593,FFF,2013J,541768,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,-53.0,,True
24594,FFF,2013J,541783,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-194.0,,True
24595,FFF,2013J,542423,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-58.0,88.0,False
24596,FFF,2013J,542550,M,North Region,A Level or Equivalent,0-10%,35-55,1,120,N,Withdrawn,-45.0,138.0,False
24597,FFF,2013J,543607,M,East Midlands Region,HE Qualification,90-100%,0-35,0,60,N,Pass,-80.0,,True
24598,FFF,2013J,543763,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-66.0,,True
24599,FFF,2013J,543953,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-149.0,,True
24600,FFF,2013J,544021,M,South Region,Lower Than A Level,40-50%,0-35,1,60,N,Withdrawn,-149.0,112.0,False
24601,FFF,2013J,544090,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,-19.0,,True
24602,FFF,2013J,544092,M,North Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-130.0,,True
24603,FFF,2013J,544155,M,North Western Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-60.0,,True
24604,FFF,2013J,544207,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,-149.0,,True
24605,FFF,2013J,544289,M,North Region,HE Qualification,,0-35,1,90,N,Pass,-198.0,,True
24606,FFF,2013J,544745,M,South Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,-58.0,111.0,False
24607,FFF,2013J,545119,M,South Region,Lower Than A Level,90-100%,35-55,1,150,Y,Withdrawn,-148.0,38.0,False
24608,FFF,2013J,545916,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,Fail,-43.0,,True
24609,FFF,2013J,545944,M,Wales,A Level or Equivalent,20-30%,0-35,1,180,N,Withdrawn,-65.0,129.0,False
24610,FFF,2013J,546065,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-31.0,,True
24611,FFF,2013J,546480,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-96.0,,True
24612,FFF,2013J,546547,F,Scotland,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,-25.0,230.0,False
24613,FFF,2013J,546643,M,London Region,HE Qualification,10-20,0-35,0,90,N,Fail,-45.0,,True
24614,FFF,2013J,546934,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-67.0,,True
24615,FFF,2013J,547154,M,London Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-196.0,,True
24616,FFF,2013J,547393,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-32.0,,True
24617,FFF,2013J,547442,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-80.0,-12.0,False
24618,FFF,2013J,547593,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-37.0,-2.0,False
24619,FFF,2013J,547773,M,East Anglian Region,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass,-44.0,,True
24620,FFF,2013J,548080,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-110.0,-39.0,False
24621,FFF,2013J,548508,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-71.0,,True
24622,FFF,2013J,548547,F,Scotland,A Level or Equivalent,20-30%,0-35,1,60,N,Fail,-25.0,,True
24623,FFF,2013J,548666,M,South Region,Lower Than A Level,60-70%,0-35,0,90,N,Pass,-183.0,,True
24624,FFF,2013J,548693,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-28.0,100.0,False
24625,FFF,2013J,548722,F,Scotland,A Level or Equivalent,10-20,0-35,1,90,N,Pass,-46.0,,True
24626,FFF,2013J,549300,F,South West Region,Lower Than A Level,10-20,0-35,0,60,Y,Distinction,-132.0,,True
24627,FFF,2013J,549397,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-194.0,,True
24628,FFF,2013J,549523,F,Ireland,A Level or Equivalent,0-10%,0-35,1,150,Y,Withdrawn,-31.0,118.0,False
24629,FFF,2013J,549648,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-42.0,,True
24630,FFF,2013J,550359,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,-95.0,44.0,False
24631,FFF,2013J,550477,M,North Region,Lower Than A Level,,0-35,0,120,N,Fail,-11.0,,True
24632,FFF,2013J,550556,F,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail,-60.0,,True
24633,FFF,2013J,551245,F,North Region,HE Qualification,,0-35,0,60,N,Pass,-107.0,,True
24634,FFF,2013J,551277,M,Ireland,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,-144.0,,True
24635,FFF,2013J,551299,M,West Midlands Region,HE Qualification,0-10%,0-35,0,60,N,Fail,-57.0,,True
24636,FFF,2013J,551354,F,North Region,A Level or Equivalent,,0-35,0,120,N,Fail,-67.0,,True
24637,FFF,2013J,551373,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-115.0,-8.0,False
24638,FFF,2013J,551399,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-92.0,,True
24639,FFF,2013J,551500,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-49.0,0.0,False
24640,FFF,2013J,551557,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-156.0,,True
24641,FFF,2013J,551745,M,South East Region,Lower Than A Level,60-70%,35-55,0,120,N,Fail,-51.0,,True
24642,FFF,2013J,551812,M,South Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-142.0,,True
24643,FFF,2013J,551823,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,120,Y,Withdrawn,-51.0,-12.0,False
24644,FFF,2013J,552104,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Distinction,-144.0,,True
24645,FFF,2013J,553187,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,-57.0,,True
24646,FFF,2013J,553283,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,-32.0,,True
24647,FFF,2013J,553364,M,Scotland,A Level or Equivalent,20-30%,0-35,1,120,N,Pass,-29.0,,True
24648,FFF,2013J,553427,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-88.0,,True
24649,FFF,2013J,554257,F,Scotland,HE Qualification,90-100%,0-35,0,150,N,Pass,-95.0,,True
24650,FFF,2013J,554276,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,-43.0,,True
24651,FFF,2013J,554470,M,South Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass,-67.0,,True
24652,FFF,2013J,554586,M,London Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-74.0,,True
24653,FFF,2013J,554846,M,Ireland,A Level or Equivalent,80-90%,35-55,0,120,N,Distinction,-36.0,,True
24654,FFF,2013J,555440,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-154.0,116.0,False
24655,FFF,2013J,555498,M,East Anglian Region,HE Qualification,50-60%,35-55,0,60,N,Pass,-144.0,,True
24656,FFF,2013J,555691,M,Scotland,Lower Than A Level,30-40%,0-35,0,210,N,Withdrawn,-63.0,-8.0,False
24657,FFF,2013J,555786,M,Wales,A Level or Equivalent,90-100%,0-35,1,90,N,Fail,-35.0,,True
24658,FFF,2013J,555855,F,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-46.0,,True
24659,FFF,2013J,555895,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn,-95.0,69.0,False
24660,FFF,2013J,556275,M,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-74.0,-66.0,False
24661,FFF,2013J,556492,M,South Region,A Level or Equivalent,90-100%,0-35,1,180,N,Withdrawn,-37.0,-1.0,False
